fID,eID,K,weights,algorithm
27390640-2eb9-47c6-9e58-19ffed66e59f,2feb663d-851d-4c18-a099-990158ab0d50,17,distance,auto
27390640-2eb9-47c6-9e58-19ffed66e59f,07970724-29ae-40e7-8b08-197321161036,17,distance,ball_tree
27390640-2eb9-47c6-9e58-19ffed66e59f,37b41999-bbb6-4759-9775-5b0811f79c2d,17,distance,brute
27390640-2eb9-47c6-9e58-19ffed66e59f,df7f3003-643b-4520-a1cc-f2d7d0ce002e,19,uniform,auto
27390640-2eb9-47c6-9e58-19ffed66e59f,c1105ef9-040a-447d-9cdc-b60934dd03ff,19,uniform,ball_tree
27390640-2eb9-47c6-9e58-19ffed66e59f,0c52bbeb-c29d-4222-9b47-5ab9bdbccc0b,19,uniform,brute
27390640-2eb9-47c6-9e58-19ffed66e59f,140e50ca-45d7-4003-89a4-29986a805bb4,19,distance,auto
27390640-2eb9-47c6-9e58-19ffed66e59f,8241f2ec-fb2a-41ce-b6e0-01be12f9b9d1,19,distance,ball_tree
27390640-2eb9-47c6-9e58-19ffed66e59f,a5ef793c-cb42-4255-80a8-d0f705ccca82,19,distance,brute
27390640-2eb9-47c6-9e58-19ffed66e59f,7a6bd887-e23f-4d13-a89e-a16e6b96b5f3,21,uniform,auto
27390640-2eb9-47c6-9e58-19ffed66e59f,a4dba65e-5138-4ff4-af44-6de59c93871d,21,uniform,ball_tree
27390640-2eb9-47c6-9e58-19ffed66e59f,e7c44bd4-9840-4cf0-9465-58e31e514490,21,uniform,brute
27390640-2eb9-47c6-9e58-19ffed66e59f,914da17d-1c1a-43ba-9021-71ce143d7942,21,distance,auto
27390640-2eb9-47c6-9e58-19ffed66e59f,49d3ffd2-d46b-4fe0-a9f1-7582b8788c74,21,distance,ball_tree
27390640-2eb9-47c6-9e58-19ffed66e59f,05bee74c-a2ef-4d23-b5f6-45a109095f98,21,distance,brute
27390640-2eb9-47c6-9e58-19ffed66e59f,79c9745d-5675-4459-8203-5a4888598bb8,23,uniform,auto
27390640-2eb9-47c6-9e58-19ffed66e59f,48a3f089-3c62-409a-959f-97ea1177ef8d,23,uniform,ball_tree
27390640-2eb9-47c6-9e58-19ffed66e59f,0be6a1a4-317c-4043-9ae5-f62e45c74fc3,23,uniform,brute
27390640-2eb9-47c6-9e58-19ffed66e59f,2e2d19bc-bea3-41f8-9a48-23ec94dac02d,23,distance,auto
27390640-2eb9-47c6-9e58-19ffed66e59f,3dc0b2a3-16f6-4d97-b034-2748a301bbe8,23,distance,ball_tree
27390640-2eb9-47c6-9e58-19ffed66e59f,7fa7fd9f-dee3-4054-9ff0-2c39529e1078,23,distance,brute
27390640-2eb9-47c6-9e58-19ffed66e59f,e445b91e-51ce-4f58-a33e-9d49a7be163e,25,uniform,auto
27390640-2eb9-47c6-9e58-19ffed66e59f,1c8b04dd-9360-4a6b-ae74-209e722f2fb5,25,uniform,ball_tree
27390640-2eb9-47c6-9e58-19ffed66e59f,c6b22d0d-e0ec-44fc-94ed-8162d5eead6f,25,uniform,brute
27390640-2eb9-47c6-9e58-19ffed66e59f,53a39d93-d49b-4382-b7c1-5a4e2aae8897,25,distance,auto
27390640-2eb9-47c6-9e58-19ffed66e59f,73725fcd-e29b-44f8-b24f-6f3a56a220ae,25,distance,ball_tree
27390640-2eb9-47c6-9e58-19ffed66e59f,393a1fe5-6de5-4530-b637-c253e0793235,25,distance,brute
27390640-2eb9-47c6-9e58-19ffed66e59f,ee975dd2-37e9-419a-a49e-bb4a3ef99f58,27,uniform,auto
27390640-2eb9-47c6-9e58-19ffed66e59f,278ee5ac-bd08-4f56-8e7a-5b098af19130,27,uniform,ball_tree
27390640-2eb9-47c6-9e58-19ffed66e59f,448cae3d-ebd8-45f4-a667-0a2e6158cdee,27,uniform,brute
27390640-2eb9-47c6-9e58-19ffed66e59f,aba1d607-620e-4268-b225-6a4403d16f5e,27,distance,auto
27390640-2eb9-47c6-9e58-19ffed66e59f,fe770efd-3a13-4bba-909a-519c17c9a44b,27,distance,ball_tree
27390640-2eb9-47c6-9e58-19ffed66e59f,3e898076-9d26-44cd-93a9-987251da0913,27,distance,brute
27390640-2eb9-47c6-9e58-19ffed66e59f,2f046cb4-1945-4247-9a6e-b7aa153a22f4,29,uniform,auto
27390640-2eb9-47c6-9e58-19ffed66e59f,1521adfb-d7a0-454b-b7bd-ffe56db28056,29,uniform,ball_tree
27390640-2eb9-47c6-9e58-19ffed66e59f,e856279d-c1aa-404a-8a2b-ad91f84c2763,29,uniform,brute
27390640-2eb9-47c6-9e58-19ffed66e59f,ca3d52e4-cdc4-404f-ac7a-d9a01f5b9a2a,29,distance,auto
27390640-2eb9-47c6-9e58-19ffed66e59f,b835d7f5-4e72-433c-88d8-becfc60cf1f2,29,distance,ball_tree
27390640-2eb9-47c6-9e58-19ffed66e59f,e17c7389-cf77-4ef2-b570-4b507de4351d,29,distance,brute
27390640-2eb9-47c6-9e58-19ffed66e59f,8f2a9772-8e4f-4f95-8404-115399d5803e,31,uniform,auto
27390640-2eb9-47c6-9e58-19ffed66e59f,ad916023-0c99-4b99-8622-4a705db20e3b,31,uniform,ball_tree
27390640-2eb9-47c6-9e58-19ffed66e59f,91996251-4f6d-46d5-86c3-1d1db262f96a,31,uniform,brute
27390640-2eb9-47c6-9e58-19ffed66e59f,ef0a16ac-7baa-4670-bbc2-9c977c722520,31,distance,auto
27390640-2eb9-47c6-9e58-19ffed66e59f,7835c1b3-610a-4009-aed7-84ddcca8ce83,31,distance,ball_tree
27390640-2eb9-47c6-9e58-19ffed66e59f,dffbecd0-c7fa-4748-a315-2de0a51acda0,31,distance,brute
27390640-2eb9-47c6-9e58-19ffed66e59f,54c82129-6129-4671-986c-c0ff7e6bb2f5,33,uniform,auto
27390640-2eb9-47c6-9e58-19ffed66e59f,1c465b8d-dc16-44bd-be33-04ff06e234d3,33,uniform,ball_tree
27390640-2eb9-47c6-9e58-19ffed66e59f,b029514c-a6c8-4adc-bc8e-e3036fa9fc0d,33,uniform,brute
27390640-2eb9-47c6-9e58-19ffed66e59f,2a131954-c196-4691-b29d-e8fe55f353aa,33,distance,auto
27390640-2eb9-47c6-9e58-19ffed66e59f,bcbd3b64-82c0-4e3d-9c6c-0b8f7269be43,33,distance,ball_tree
27390640-2eb9-47c6-9e58-19ffed66e59f,de4316cc-ab45-43e2-a5ea-0664f873f666,33,distance,brute
27390640-2eb9-47c6-9e58-19ffed66e59f,ef193caf-f1b8-448b-8696-30a6a101761e,35,uniform,auto
27390640-2eb9-47c6-9e58-19ffed66e59f,79a41108-a26a-434e-9de3-6a9c16c6e0b7,35,uniform,ball_tree
27390640-2eb9-47c6-9e58-19ffed66e59f,ec4dee4b-9276-419a-bd60-dfb2644abff3,35,uniform,brute
27390640-2eb9-47c6-9e58-19ffed66e59f,8d2f4cd9-3f22-4838-8a43-b6071ee8b732,35,distance,auto
27390640-2eb9-47c6-9e58-19ffed66e59f,201b1cc6-81e8-484b-9652-c77728daac01,35,distance,ball_tree
27390640-2eb9-47c6-9e58-19ffed66e59f,dee6d51f-6732-4ce2-a459-11b0b8b8e289,35,distance,brute
27390640-2eb9-47c6-9e58-19ffed66e59f,2f34ab8c-fb8c-4073-a933-d99fa2b1fa6c,37,uniform,auto
27390640-2eb9-47c6-9e58-19ffed66e59f,6d6596d6-5d7a-4c9d-9651-0544ec08f7e5,37,uniform,ball_tree
27390640-2eb9-47c6-9e58-19ffed66e59f,e6a44740-90bd-4bbb-af10-885f4249c398,37,uniform,brute
27390640-2eb9-47c6-9e58-19ffed66e59f,df942185-bf89-4b35-9aee-f8d4386bd0cb,37,distance,auto
27390640-2eb9-47c6-9e58-19ffed66e59f,13eb6db1-9238-4c89-a688-c307c4041dc2,37,distance,ball_tree
27390640-2eb9-47c6-9e58-19ffed66e59f,d9dbad10-94ba-4227-ad80-d9cb6f53d358,37,distance,brute
27390640-2eb9-47c6-9e58-19ffed66e59f,6d9aedea-61e6-4731-ba46-6886ce1f2bb2,39,uniform,auto
27390640-2eb9-47c6-9e58-19ffed66e59f,266b14bc-9dbf-4f69-bcdf-775f09f5aa6d,39,uniform,ball_tree
27390640-2eb9-47c6-9e58-19ffed66e59f,9824cce5-3c75-4f59-8a09-c8e6afcb975e,39,uniform,brute
27390640-2eb9-47c6-9e58-19ffed66e59f,216e016a-32c1-487a-a11c-7e34394e8c00,39,distance,auto
27390640-2eb9-47c6-9e58-19ffed66e59f,f88122f4-5957-44b5-908e-b320a103d274,39,distance,ball_tree
27390640-2eb9-47c6-9e58-19ffed66e59f,725fdf9b-c789-4892-91f4-e80c4d5256c6,39,distance,brute
27390640-2eb9-47c6-9e58-19ffed66e59f,7440b4fd-878d-42a8-b467-b45fabb8c022,41,uniform,auto
27390640-2eb9-47c6-9e58-19ffed66e59f,bc8910f0-67d3-4533-88ae-77e277c2135e,41,uniform,ball_tree
27390640-2eb9-47c6-9e58-19ffed66e59f,b7281996-470b-4af5-b14e-faddeb029359,41,uniform,brute
27390640-2eb9-47c6-9e58-19ffed66e59f,5ba56f93-99e7-4d5c-82c7-c3320005c735,41,distance,auto
27390640-2eb9-47c6-9e58-19ffed66e59f,0a9d57ec-f456-4a98-9b20-ca42e5374058,41,distance,ball_tree
27390640-2eb9-47c6-9e58-19ffed66e59f,1522cef1-875c-4faf-921a-a32d30d77b5e,41,distance,brute
27390640-2eb9-47c6-9e58-19ffed66e59f,2dfb6c97-ca2a-455b-a4a7-21980b0df2c4,43,uniform,auto
27390640-2eb9-47c6-9e58-19ffed66e59f,adafd14e-1712-48cd-90db-fee286fb7bd6,43,uniform,ball_tree
27390640-2eb9-47c6-9e58-19ffed66e59f,bbbc9d8c-aa08-4038-98b5-cd650ace84fd,43,uniform,brute
27390640-2eb9-47c6-9e58-19ffed66e59f,ee53f739-1ce8-432b-9b51-d9558286d727,43,distance,auto
27390640-2eb9-47c6-9e58-19ffed66e59f,67b82af1-10ba-4268-aeb9-997b61cee5bd,43,distance,ball_tree
27390640-2eb9-47c6-9e58-19ffed66e59f,8b05e5dc-0b0b-429a-b0e0-e6b59f9c5cee,43,distance,brute
27390640-2eb9-47c6-9e58-19ffed66e59f,db83ae42-a53c-4a67-9adb-5c23b9ea2340,45,uniform,auto
27390640-2eb9-47c6-9e58-19ffed66e59f,d54489f8-8c59-45b1-84f2-555f823c0927,45,uniform,ball_tree
27390640-2eb9-47c6-9e58-19ffed66e59f,b3ebf5d2-8e0e-46f4-af6c-39705a7fada8,45,uniform,brute
27390640-2eb9-47c6-9e58-19ffed66e59f,5c4ca97d-b950-478f-b3c4-efbe147d94e3,45,distance,auto
27390640-2eb9-47c6-9e58-19ffed66e59f,78726d35-62ef-4d22-b99c-0efde68a4c47,45,distance,ball_tree
27390640-2eb9-47c6-9e58-19ffed66e59f,4cb4e5ef-6e10-4d91-bcad-b3ee55094e26,45,distance,brute
7e537840-b575-47f6-898d-2e0599f6f657,e2165bd3-a7c4-418a-b7d2-2456abb425da,3,uniform,auto
7e537840-b575-47f6-898d-2e0599f6f657,fcb82cc5-6f00-493c-9456-711cad0c3689,3,uniform,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,05f60d27-2554-4baa-b1f1-bf6103106c7d,3,uniform,brute
7e537840-b575-47f6-898d-2e0599f6f657,e6f98b02-6c0d-4c01-8c75-6e4f861e30e4,3,distance,auto
7e537840-b575-47f6-898d-2e0599f6f657,5e551253-2bd9-490c-a009-f586e0bbdc00,3,distance,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,12f03f70-476a-487e-9696-66ba8b49af06,3,distance,brute
7e537840-b575-47f6-898d-2e0599f6f657,c8943365-a3ee-487e-bda3-bee43f779e84,5,uniform,auto
7e537840-b575-47f6-898d-2e0599f6f657,6a953d75-83a6-4fc8-9a0a-a52b2523deb7,5,uniform,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,b584d39d-6d4a-4599-8ef0-d4ad6f897d4f,5,uniform,brute
7e537840-b575-47f6-898d-2e0599f6f657,f3ba238f-bd13-4c03-a9aa-5ecff11135bb,5,distance,auto
7e537840-b575-47f6-898d-2e0599f6f657,64489f78-38e4-4043-a705-7162469d2456,5,distance,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,fda62d78-0ecd-468c-b63c-3fba33b678e7,5,distance,brute
7e537840-b575-47f6-898d-2e0599f6f657,c4ac9b2b-f272-4adb-b947-8cdc2a0de673,7,uniform,auto
7e537840-b575-47f6-898d-2e0599f6f657,44c6090d-8a2d-4cd2-8546-2e85fa573641,7,uniform,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,6bb6eb08-bdfe-4cc8-8c84-232587c589be,7,uniform,brute
7e537840-b575-47f6-898d-2e0599f6f657,34afad1d-186b-49be-a7a6-2ba3a742e963,7,distance,auto
7e537840-b575-47f6-898d-2e0599f6f657,ad117920-64e6-426f-81bc-63b992a7d557,7,distance,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,c48e7e6a-8c18-455e-908f-89e9c107f7b1,7,distance,brute
7e537840-b575-47f6-898d-2e0599f6f657,d14e47fa-53db-49fb-a531-228bf4aebc91,9,uniform,auto
7e537840-b575-47f6-898d-2e0599f6f657,57c56227-c2e8-48c8-8209-efc7d42280e8,9,uniform,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,23c59f45-5476-44b1-91e2-1a1341378474,9,uniform,brute
7e537840-b575-47f6-898d-2e0599f6f657,35a33745-ab31-4b05-974b-a23ff099bfe2,9,distance,auto
7e537840-b575-47f6-898d-2e0599f6f657,2b897708-3445-476e-8cc7-d047f5625817,9,distance,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,b33bc92e-5294-4c41-9161-1048b1b447de,9,distance,brute
7e537840-b575-47f6-898d-2e0599f6f657,472b90bb-65d3-48b7-a246-ffa5f0a58d5e,11,uniform,auto
7e537840-b575-47f6-898d-2e0599f6f657,ad5e896d-c5db-4c80-8602-28e2be9814df,11,uniform,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,20d46e8b-6704-42a0-8535-b5311ba02a38,11,uniform,brute
7e537840-b575-47f6-898d-2e0599f6f657,ee4623d5-dc5c-4725-88e6-6caaf496f267,11,distance,auto
7e537840-b575-47f6-898d-2e0599f6f657,4623e099-d5db-4331-b1eb-506a3fe7694c,11,distance,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,436c2d5a-cd45-4202-ac0c-58e50ce9ee1a,11,distance,brute
7e537840-b575-47f6-898d-2e0599f6f657,625994c4-eb03-488f-9ac0-9fa81caae157,13,uniform,auto
7e537840-b575-47f6-898d-2e0599f6f657,9481a91e-fb7b-4bae-88a2-cef4c197f4b3,13,uniform,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,2ec21555-f901-46ff-b2df-b309fe284802,13,uniform,brute
7e537840-b575-47f6-898d-2e0599f6f657,333b490a-5753-4f4c-84dd-d3897a4d3963,13,distance,auto
7e537840-b575-47f6-898d-2e0599f6f657,9fe6b5e3-1346-4dab-a2e2-49aedccd7892,13,distance,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,3c1a3d1a-e1c0-452e-9db3-ec85ed8750f5,13,distance,brute
7e537840-b575-47f6-898d-2e0599f6f657,7ff9a0d5-c3a9-4dd8-90e6-68c62f8cbded,15,uniform,auto
7e537840-b575-47f6-898d-2e0599f6f657,d5f95c0f-f675-4248-8784-d50f171b5eb6,15,uniform,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,fcbfb8ed-67c1-4c7e-af1b-d57fe2401ca9,15,uniform,brute
7e537840-b575-47f6-898d-2e0599f6f657,aedd88b6-188c-4087-bcf3-82c8bb3cc185,15,distance,auto
7e537840-b575-47f6-898d-2e0599f6f657,d2c35ec9-47d3-4f9d-bac7-b67351a06a40,15,distance,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,b2f8c0f1-3806-4232-874f-551edfe78aa9,15,distance,brute
7e537840-b575-47f6-898d-2e0599f6f657,af16f4be-2a92-4756-8bfa-8c71f60a6466,17,uniform,auto
7e537840-b575-47f6-898d-2e0599f6f657,97370a7d-6cff-4f02-8fd0-19f92072921e,17,uniform,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,23b57b12-695d-4902-8e5e-84d144c14aac,17,uniform,brute
7e537840-b575-47f6-898d-2e0599f6f657,7f92c5b3-59d9-4f84-afda-a671b7465409,17,distance,auto
7e537840-b575-47f6-898d-2e0599f6f657,3bdffe95-dc39-4504-a9f0-d96d40789005,17,distance,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,bf7fbd37-7eb3-4d26-9ff5-bb52dd219207,17,distance,brute
7e537840-b575-47f6-898d-2e0599f6f657,0e5c4448-0c03-4211-b4c2-c7089f21bba0,19,uniform,auto
7e537840-b575-47f6-898d-2e0599f6f657,1eef197a-ba1f-4cc2-8881-cb6fe9312b27,19,uniform,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,fa27e377-6f19-4173-892b-8230dcefebe7,19,uniform,brute
7e537840-b575-47f6-898d-2e0599f6f657,5bc79c5e-be85-4298-9eae-8b74c416f5a8,19,distance,auto
7e537840-b575-47f6-898d-2e0599f6f657,d17758b1-63bd-40b3-a517-965cf7b21695,19,distance,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,3082561e-cdc7-4e84-ac7d-6e691ca02ce8,19,distance,brute
7e537840-b575-47f6-898d-2e0599f6f657,d6923cad-9d8c-4028-9391-a6223d314cb8,21,uniform,auto
7e537840-b575-47f6-898d-2e0599f6f657,2b1cd9e9-4aa0-406b-bf75-415283ce6896,21,uniform,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,3060d9ca-1ac0-4c6f-97fc-a8c69c39dc2f,21,uniform,brute
7e537840-b575-47f6-898d-2e0599f6f657,578e5ec7-7bb9-4f83-b9d0-3ab337e33900,21,distance,auto
7e537840-b575-47f6-898d-2e0599f6f657,48410a20-a8ae-4261-8969-8ef12c2250f9,21,distance,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,55c92a62-90c6-4b2a-b2ed-7e33aefedae1,21,distance,brute
7e537840-b575-47f6-898d-2e0599f6f657,645dd6d4-73e2-4ba5-97f6-33cc88915247,23,uniform,auto
7e537840-b575-47f6-898d-2e0599f6f657,fa814020-71e2-4ae8-adcb-15859cbe96e8,23,uniform,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,03896a78-1cc3-4978-a34e-a581a96c32e9,23,uniform,brute
7e537840-b575-47f6-898d-2e0599f6f657,939d7d2f-e6ca-46b2-9f40-0805f33d132c,23,distance,auto
7e537840-b575-47f6-898d-2e0599f6f657,5b479dc5-33fa-41a2-9a86-6f03080085c0,23,distance,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,3caef44f-4467-40eb-a24e-53aaefb2a185,23,distance,brute
7e537840-b575-47f6-898d-2e0599f6f657,56036c54-4414-4c3a-ab28-88c036c3cc31,25,uniform,auto
7e537840-b575-47f6-898d-2e0599f6f657,0dd2c84c-7707-46cc-b1b1-30592e4bbc2f,25,uniform,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,e0f467c1-36bd-4920-bdb2-003004fc8506,25,uniform,brute
7e537840-b575-47f6-898d-2e0599f6f657,b063fdb5-41ef-4a9a-9a34-6fc20981365f,25,distance,auto
7e537840-b575-47f6-898d-2e0599f6f657,9c420050-d664-4683-89c2-081cb5161d48,25,distance,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,12a8722b-fd3f-49c1-aeba-e8c9de5dab27,25,distance,brute
7e537840-b575-47f6-898d-2e0599f6f657,46afd2f6-fc6b-41aa-94fc-e036f2ab1d2e,27,uniform,auto
7e537840-b575-47f6-898d-2e0599f6f657,e26505c7-2396-4880-913a-ec737986567a,27,uniform,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,f29ce64c-f8fa-4dfb-807b-3a692a63d666,27,uniform,brute
7e537840-b575-47f6-898d-2e0599f6f657,a35e2b41-8db7-4dd8-96b6-fcd689637fc3,27,distance,auto
7e537840-b575-47f6-898d-2e0599f6f657,48846866-600c-4eb7-9338-f8931fce7f93,27,distance,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,b914752f-c80d-489d-b798-85c8877c030c,27,distance,brute
7e537840-b575-47f6-898d-2e0599f6f657,dcb9d43d-e65b-4e07-b3e6-76c20e2adc19,29,uniform,auto
7e537840-b575-47f6-898d-2e0599f6f657,4f90bc5b-ad3c-4c8c-a0c8-f5efdaedb997,29,uniform,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,3a5faca1-aa34-43a9-a943-983b83f0a7e8,29,uniform,brute
7e537840-b575-47f6-898d-2e0599f6f657,ca2489c2-c5aa-4a36-aac0-c39a44a4da01,29,distance,auto
7e537840-b575-47f6-898d-2e0599f6f657,c819f42d-cc37-4d38-ad8a-375908016866,29,distance,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,793b500d-3b99-404a-9bf1-378bf18ecefc,29,distance,brute
7e537840-b575-47f6-898d-2e0599f6f657,6f540b36-0cc7-4511-816a-32e4f0fc4f6b,31,uniform,auto
7e537840-b575-47f6-898d-2e0599f6f657,44858903-e9cc-4dfe-8f90-bfdef4483ef1,31,uniform,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,bf24db94-ff33-4040-af49-751708dedc18,31,uniform,brute
7e537840-b575-47f6-898d-2e0599f6f657,bd80fb14-b567-46be-a542-8fc34c17a9eb,31,distance,auto
7e537840-b575-47f6-898d-2e0599f6f657,d6b15bd3-a497-48c4-b69b-c7d3827567e5,31,distance,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,35a14dc2-0ba0-48a8-b28c-e64e680b5d13,31,distance,brute
7e537840-b575-47f6-898d-2e0599f6f657,2dc2dba5-2526-4d9e-8883-202b0f5388c7,33,uniform,auto
7e537840-b575-47f6-898d-2e0599f6f657,4c94219d-97c9-4cca-bbb6-946c1fd83a3c,33,uniform,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,c3cff95b-39cd-4d88-ae0a-038f3424f5eb,33,uniform,brute
7e537840-b575-47f6-898d-2e0599f6f657,360ecf6a-128a-47f2-a9aa-6925880e9c61,33,distance,auto
7e537840-b575-47f6-898d-2e0599f6f657,9fa0ae01-afd4-4ed3-8aa5-ae3545933ae8,33,distance,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,4ca41b5c-348b-4191-bb55-c52bc090b8bb,33,distance,brute
7e537840-b575-47f6-898d-2e0599f6f657,a670df33-e8fe-4e34-9c76-c5d523609326,35,uniform,auto
7e537840-b575-47f6-898d-2e0599f6f657,14c4b9eb-baaf-4fae-80ba-f45d3cf6d8c2,35,uniform,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,9d0f55f7-1e52-4046-bdf6-d4c91460fc75,35,uniform,brute
7e537840-b575-47f6-898d-2e0599f6f657,d49bee84-455d-43fa-8294-33b03f437fa1,35,distance,auto
7e537840-b575-47f6-898d-2e0599f6f657,21a1939e-943f-473f-8213-837c16862a1c,35,distance,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,3e87cb6d-6b76-458e-bb93-dfd71dadf434,35,distance,brute
7e537840-b575-47f6-898d-2e0599f6f657,d913efd2-64c4-43be-aeae-c97f9287e919,37,uniform,auto
7e537840-b575-47f6-898d-2e0599f6f657,7961e615-2f8c-4bcb-b0c7-ca13a0c0b6fc,37,uniform,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,cb8bcbe3-96ff-40e5-a08c-6611f3f0108a,37,uniform,brute
7e537840-b575-47f6-898d-2e0599f6f657,601df876-2d35-4475-84a3-65315e2fe63e,37,distance,auto
7e537840-b575-47f6-898d-2e0599f6f657,01dcd2d9-e1c8-43f7-9c96-9ecb96aee6f0,37,distance,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,9b6a4f38-2bed-4759-beb2-28a423ddfc7f,37,distance,brute
7e537840-b575-47f6-898d-2e0599f6f657,59170f39-10b7-477d-bf96-73acc0213099,39,uniform,auto
7e537840-b575-47f6-898d-2e0599f6f657,c77a5163-a50d-4203-ab65-7f33b1f7b752,39,uniform,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,c28de506-8498-4520-b55d-d16fc8227029,39,uniform,brute
7e537840-b575-47f6-898d-2e0599f6f657,6fb6bdaa-83d9-47a9-955f-28d77a4fdca6,39,distance,auto
7e537840-b575-47f6-898d-2e0599f6f657,43340460-9b22-4c4c-83ff-57fbaa27bb12,39,distance,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,acbb6d5c-ec7a-4e1c-877f-592620dd0042,39,distance,brute
7e537840-b575-47f6-898d-2e0599f6f657,c767b589-672a-4beb-b849-c6748c1eb24a,41,uniform,auto
7e537840-b575-47f6-898d-2e0599f6f657,23a91864-1499-40e5-9528-11d04ab06f34,41,uniform,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,b8e91cf0-3362-4c03-923f-78967870153f,41,uniform,brute
7e537840-b575-47f6-898d-2e0599f6f657,4cf01254-5d48-4c70-b55f-4809d8536318,41,distance,auto
7e537840-b575-47f6-898d-2e0599f6f657,5a0e2465-6812-4c24-b7ee-036828d274a5,41,distance,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,22560f13-b610-479c-a5be-60a42e72a2fc,41,distance,brute
7e537840-b575-47f6-898d-2e0599f6f657,a0fb96b4-7f72-4c7a-add8-a420ebdf2f82,43,uniform,auto
7e537840-b575-47f6-898d-2e0599f6f657,291db008-533b-4bf3-b688-a980520194d4,43,uniform,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,6f2b55f0-93c3-4fdc-b8ee-a9fc3348f691,43,uniform,brute
7e537840-b575-47f6-898d-2e0599f6f657,dfe08be6-2013-41e4-bf51-43e848986815,43,distance,auto
7e537840-b575-47f6-898d-2e0599f6f657,b4e7d928-fe2b-4c3e-9099-b529bab2bebb,43,distance,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,f7d7c838-16df-42e4-9593-5a73183a1a91,43,distance,brute
7e537840-b575-47f6-898d-2e0599f6f657,c7f4767a-f4c2-4e6e-bd84-cb8efad6a1ee,45,uniform,auto
7e537840-b575-47f6-898d-2e0599f6f657,259923e7-33b1-4abd-a360-95cf77e177d1,45,uniform,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,dce58614-5156-4c27-b16d-fd9959cfcf59,45,uniform,brute
7e537840-b575-47f6-898d-2e0599f6f657,8a469697-184a-4378-ae6a-94b0d57f8ba1,45,distance,auto
7e537840-b575-47f6-898d-2e0599f6f657,19eedf83-b94d-4123-b177-fd29e4cf4c89,45,distance,ball_tree
7e537840-b575-47f6-898d-2e0599f6f657,65aec990-2a51-409d-8a78-de897ed0e2b6,45,distance,brute
aeb55cd6-4670-44e9-8a57-30080c6fb59c,da334140-e8bf-495e-b4ac-176ad838339d,3,uniform,auto
aeb55cd6-4670-44e9-8a57-30080c6fb59c,981c040d-08f8-402e-b3d2-55697bb4235e,3,uniform,ball_tree
aeb55cd6-4670-44e9-8a57-30080c6fb59c,8870e62f-caf6-4d8b-9608-cd6ccb5c2a7a,3,uniform,brute
aeb55cd6-4670-44e9-8a57-30080c6fb59c,ee725bbe-6244-427c-bf89-ca1f9d7adbcd,3,distance,auto
aeb55cd6-4670-44e9-8a57-30080c6fb59c,4d8621f6-7736-4502-88e2-b902a532ea56,3,distance,ball_tree
aeb55cd6-4670-44e9-8a57-30080c6fb59c,ead30f19-1727-404b-84db-fcb79c47dfe1,3,distance,brute
aeb55cd6-4670-44e9-8a57-30080c6fb59c,7f5f7e42-86f4-41e5-82a6-40f37108dc3c,5,uniform,auto
aeb55cd6-4670-44e9-8a57-30080c6fb59c,7a166f0f-2df4-498e-b650-1d0bd64a1c7d,5,uniform,ball_tree
