fID,eID,K,weights,algorithm,Dask Used,Preprocessing Technique,Classifier,Rows,Columns,Classes,Accuracy,F1 Score_1,Precision_1,Recall_1,F1 Score,Precision,Recall,time
51d170bf-4964-4990-b3b1-6cb4310b1e4a,1aea0709-0db7-487b-b8a6-043444f6efb4,25,uniform,brute,FALSE,None,KNN,1000,21,2,0.716,0.829736211,0.723849372,0.971910112,0.829736211,0.723849372,0.971910112,0.00188743
51d170bf-4964-4990-b3b1-6cb4310b1e4a,16b18dc5-a8ce-46ec-b847-02c21e2b5a3c,25,distance,auto,FALSE,None,KNN,1000,21,2,0.672,0.798029557,0.710526316,0.91011236,0.798029557,0.710526316,0.91011236,0.007337951
51d170bf-4964-4990-b3b1-6cb4310b1e4a,12b9c6cf-a36b-45db-9de5-532064751429,25,distance,ball_tree,FALSE,None,KNN,1000,21,2,0.672,0.798029557,0.710526316,0.91011236,0.798029557,0.710526316,0.91011236,0.005394259
51d170bf-4964-4990-b3b1-6cb4310b1e4a,8b7ef18b-c1ca-4ea2-a3a6-1fbc557869bd,25,distance,brute,FALSE,None,KNN,1000,21,2,0.672,0.798029557,0.710526316,0.91011236,0.798029557,0.710526316,0.91011236,0.001846808
51d170bf-4964-4990-b3b1-6cb4310b1e4a,54e41374-cf41-489b-806f-1647da2ca6be,27,uniform,auto,FALSE,None,KNN,1000,21,2,0.708,0.825775656,0.717842324,0.971910112,0.825775656,0.717842324,0.971910112,0.007025711
51d170bf-4964-4990-b3b1-6cb4310b1e4a,53107067-7e45-4f88-a314-7823b1db57e5,27,uniform,ball_tree,FALSE,None,KNN,1000,21,2,0.708,0.825775656,0.717842324,0.971910112,0.825775656,0.717842324,0.971910112,0.005746918
51d170bf-4964-4990-b3b1-6cb4310b1e4a,daf7cafe-b6dc-4250-93f6-b5d8085f6e95,27,uniform,brute,FALSE,None,KNN,1000,21,2,0.708,0.825775656,0.717842324,0.971910112,0.825775656,0.717842324,0.971910112,0.001835019
51d170bf-4964-4990-b3b1-6cb4310b1e4a,9c92f0db-bc39-47bc-bd78-52e0b953db4e,27,distance,auto,FALSE,None,KNN,1000,21,2,0.684,0.805896806,0.716157205,0.921348315,0.805896806,0.716157205,0.921348315,0.007030316
51d170bf-4964-4990-b3b1-6cb4310b1e4a,eff66e5b-900f-4d63-bf2d-fa09d757e2fb,27,distance,ball_tree,FALSE,None,KNN,1000,21,2,0.684,0.805896806,0.716157205,0.921348315,0.805896806,0.716157205,0.921348315,0.00537744
51d170bf-4964-4990-b3b1-6cb4310b1e4a,f2d4ede9-2b9c-4ca4-b20f-6412e811293d,27,distance,brute,FALSE,None,KNN,1000,21,2,0.684,0.805896806,0.716157205,0.921348315,0.805896806,0.716157205,0.921348315,0.001870751
51d170bf-4964-4990-b3b1-6cb4310b1e4a,f45d4663-53b2-4c01-a781-4c4a9f89932e,29,uniform,auto,FALSE,None,KNN,1000,21,2,0.716,0.830548926,0.721991701,0.97752809,0.830548926,0.721991701,0.97752809,0.007002158
51d170bf-4964-4990-b3b1-6cb4310b1e4a,8246d9ff-177d-4abd-a4b1-cb61960eef88,29,uniform,ball_tree,FALSE,None,KNN,1000,21,2,0.716,0.830548926,0.721991701,0.97752809,0.830548926,0.721991701,0.97752809,0.005422326
51d170bf-4964-4990-b3b1-6cb4310b1e4a,b78c306b-ba9a-41d5-bdd1-7056c380fc86,29,uniform,brute,FALSE,None,KNN,1000,21,2,0.716,0.830548926,0.721991701,0.97752809,0.830548926,0.721991701,0.97752809,0.002031063
51d170bf-4964-4990-b3b1-6cb4310b1e4a,133d6836-a232-45c2-ae70-296575b2c191,29,distance,auto,FALSE,None,KNN,1000,21,2,0.68,0.803921569,0.713043478,0.921348315,0.803921569,0.713043478,0.921348315,0.007326986
51d170bf-4964-4990-b3b1-6cb4310b1e4a,9defbb15-2c53-4b61-880c-3eec27ea3d0d,29,distance,ball_tree,FALSE,None,KNN,1000,21,2,0.68,0.803921569,0.713043478,0.921348315,0.803921569,0.713043478,0.921348315,0.005472195
51d170bf-4964-4990-b3b1-6cb4310b1e4a,030e35cc-9807-41a1-8932-4d7f845ae564,29,distance,brute,FALSE,None,KNN,1000,21,2,0.68,0.803921569,0.713043478,0.921348315,0.803921569,0.713043478,0.921348315,0.001853876
51d170bf-4964-4990-b3b1-6cb4310b1e4a,f619805e-8d07-449e-80de-c3d8c5140318,31,uniform,auto,FALSE,None,KNN,1000,21,2,0.72,0.833333333,0.723140496,0.983146067,0.833333333,0.723140496,0.983146067,0.00694062
51d170bf-4964-4990-b3b1-6cb4310b1e4a,d0332cc1-2cce-4a99-9abf-7ae55b023f46,31,uniform,ball_tree,FALSE,None,KNN,1000,21,2,0.72,0.833333333,0.723140496,0.983146067,0.833333333,0.723140496,0.983146067,0.005385821
51d170bf-4964-4990-b3b1-6cb4310b1e4a,dcbbc153-fed6-472e-b29f-a634d3ab8f7f,31,uniform,brute,FALSE,None,KNN,1000,21,2,0.72,0.833333333,0.723140496,0.983146067,0.833333333,0.723140496,0.983146067,0.001833454
51d170bf-4964-4990-b3b1-6cb4310b1e4a,9dfa0dae-1bc4-436c-aad5-29adc69bd235,31,distance,auto,FALSE,None,KNN,1000,21,2,0.68,0.803921569,0.713043478,0.921348315,0.803921569,0.713043478,0.921348315,0.006993612
51d170bf-4964-4990-b3b1-6cb4310b1e4a,00e2d08e-07cd-433d-a5da-277ceaf74f23,31,distance,ball_tree,FALSE,None,KNN,1000,21,2,0.68,0.803921569,0.713043478,0.921348315,0.803921569,0.713043478,0.921348315,0.005420773
51d170bf-4964-4990-b3b1-6cb4310b1e4a,d892051a-c394-41d1-a553-697419582212,31,distance,brute,FALSE,None,KNN,1000,21,2,0.68,0.803921569,0.713043478,0.921348315,0.803921569,0.713043478,0.921348315,0.001830905
51d170bf-4964-4990-b3b1-6cb4310b1e4a,20a56ed6-df85-42b1-bf1b-6082a6722ce8,33,uniform,auto,FALSE,None,KNN,1000,21,2,0.724,0.836879433,0.72244898,0.994382022,0.836879433,0.72244898,0.994382022,0.006950301
51d170bf-4964-4990-b3b1-6cb4310b1e4a,8cfd6195-5ec1-4d28-a9a3-3ee4bbcdea00,33,uniform,ball_tree,FALSE,None,KNN,1000,21,2,0.724,0.836879433,0.72244898,0.994382022,0.836879433,0.72244898,0.994382022,0.005747484
51d170bf-4964-4990-b3b1-6cb4310b1e4a,57a32191-3d4b-4fdd-9888-34a81ceba1eb,33,uniform,brute,FALSE,None,KNN,1000,21,2,0.724,0.836879433,0.72244898,0.994382022,0.836879433,0.72244898,0.994382022,0.001807889
51d170bf-4964-4990-b3b1-6cb4310b1e4a,2eeb23db-9e9b-41fd-a06a-d9d65eeb7621,33,distance,auto,FALSE,None,KNN,1000,21,2,0.684,0.807785888,0.712446352,0.93258427,0.807785888,0.712446352,0.93258427,0.007040922
51d170bf-4964-4990-b3b1-6cb4310b1e4a,af968aee-aaa8-41ce-87ff-73065f6b051c,33,distance,ball_tree,FALSE,None,KNN,1000,21,2,0.684,0.807785888,0.712446352,0.93258427,0.807785888,0.712446352,0.93258427,0.005447534
51d170bf-4964-4990-b3b1-6cb4310b1e4a,d56d363c-1857-4e85-872a-bbf3fa6bcda9,33,distance,brute,FALSE,None,KNN,1000,21,2,0.684,0.807785888,0.712446352,0.93258427,0.807785888,0.712446352,0.93258427,0.00185778
51d170bf-4964-4990-b3b1-6cb4310b1e4a,d7cd742f-a511-4519-87ad-e34c40b0e276,35,uniform,auto,FALSE,None,KNN,1000,21,2,0.712,0.828571429,0.719008264,0.97752809,0.828571429,0.719008264,0.97752809,0.006945277
51d170bf-4964-4990-b3b1-6cb4310b1e4a,2061e3dc-ed58-4321-8b1d-17194dcad45d,35,uniform,ball_tree,FALSE,None,KNN,1000,21,2,0.712,0.828571429,0.719008264,0.97752809,0.828571429,0.719008264,0.97752809,0.00548079
51d170bf-4964-4990-b3b1-6cb4310b1e4a,26643196-a76e-42b8-a6b3-9a0afe5022dd,35,uniform,brute,FALSE,None,KNN,1000,21,2,0.712,0.828571429,0.719008264,0.97752809,0.828571429,0.719008264,0.97752809,0.002157641
51d170bf-4964-4990-b3b1-6cb4310b1e4a,355bedd3-35c4-4aed-a54e-ecf53bcd125d,35,distance,auto,FALSE,None,KNN,1000,21,2,0.692,0.813559322,0.714893617,0.943820225,0.813559322,0.714893617,0.943820225,0.007413269
51d170bf-4964-4990-b3b1-6cb4310b1e4a,826dc88e-a0ed-43c8-baa5-0ec4d0741f89,35,distance,ball_tree,FALSE,None,KNN,1000,21,2,0.692,0.813559322,0.714893617,0.943820225,0.813559322,0.714893617,0.943820225,0.006011207
51d170bf-4964-4990-b3b1-6cb4310b1e4a,5d78a87b-d728-413b-9888-c3fe17a9c814,35,distance,brute,FALSE,None,KNN,1000,21,2,0.692,0.813559322,0.714893617,0.943820225,0.813559322,0.714893617,0.943820225,0.002092293
51d170bf-4964-4990-b3b1-6cb4310b1e4a,361c1308-e124-447f-82d2-56893520a0aa,37,uniform,auto,FALSE,None,KNN,1000,21,2,0.72,0.834123223,0.721311475,0.988764045,0.834123223,0.721311475,0.988764045,0.007175377
51d170bf-4964-4990-b3b1-6cb4310b1e4a,5e36e4b2-6b65-42ca-87e5-3490953cb631,37,uniform,ball_tree,FALSE,None,KNN,1000,21,2,0.72,0.834123223,0.721311475,0.988764045,0.834123223,0.721311475,0.988764045,0.005745252
51d170bf-4964-4990-b3b1-6cb4310b1e4a,4d8e06f3-6e9e-4def-bbcf-06f051d89516,37,uniform,brute,FALSE,None,KNN,1000,21,2,0.72,0.834123223,0.721311475,0.988764045,0.834123223,0.721311475,0.988764045,0.001845196
51d170bf-4964-4990-b3b1-6cb4310b1e4a,f70aa429-01ba-4e97-a17e-e528ad09d7bd,37,distance,auto,FALSE,None,KNN,1000,21,2,0.688,0.810679612,0.713675214,0.938202247,0.810679612,0.713675214,0.938202247,0.006981735
