fID,eID,trees,Dask Used,Preprocessing Technique,Classifier,Rows,Columns,Classes,Accuracy,F1 Score_1,Precision_1,Recall_1,F1 Score,Precision,Recall,time
40aef813-403b-4b02-8a14-68ea1b36f2d5,4c46ff3a-1250-477c-9ea9-115af0491c33,200,FALSE,None,RF,1458,38,2,0.887671233,0.388059701,0.928571429,0.245283019,0.388059701,0.928571429,0.245283019,0.488350995
40aef813-403b-4b02-8a14-68ea1b36f2d5,2d11fe93-4614-46fc-a873-c0dee6f5aaea,300,FALSE,None,RF,1458,38,2,0.890410959,0.393939394,1,0.245283019,0.393939394,1,0.245283019,0.731275832
40aef813-403b-4b02-8a14-68ea1b36f2d5,4f30d7f6-032d-4a31-a3b8-7ffd7936f6bb,400,FALSE,None,RF,1458,38,2,0.893150685,0.434782609,0.9375,0.283018868,0.434782609,0.9375,0.283018868,0.972098172
c0ef222f-e486-4261-b928-d0defa3d27a3,278a9a54-34e8-4827-a927-c6a03d8e8ef3,100,FALSE,None,RF,522,22,2,0.809160305,0.489795918,0.571428571,0.428571429,0.489795918,0.571428571,0.428571429,0.205196168
c0ef222f-e486-4261-b928-d0defa3d27a3,f94d011e-7ea1-4d80-b714-063319000c17,200,FALSE,None,RF,522,22,2,0.801526718,0.5,0.541666667,0.464285714,0.5,0.541666667,0.464285714,0.326291679
c0ef222f-e486-4261-b928-d0defa3d27a3,be7206bd-a19c-4f7d-a8d9-09cfe486c640,300,FALSE,None,RF,522,22,2,0.816793893,0.52,0.590909091,0.464285714,0.52,0.590909091,0.464285714,0.489126196
c0ef222f-e486-4261-b928-d0defa3d27a3,c46e09ae-0e17-414d-a885-245c46fab1fa,400,FALSE,None,RF,522,22,2,0.816793893,0.5,0.6,0.428571429,0.5,0.6,0.428571429,0.65112208
fbd4793d-015e-4e22-bca0-c43eeb100012,d6e62ab1-d5bf-4066-a6f6-603664d2967f,100,FALSE,None,RF,14980,15,2,0.919626168,0.911444543,0.945088469,0.880113636,0.911444543,0.945088469,0.880113636,2.089226239
fbd4793d-015e-4e22-bca0-c43eeb100012,33829a72-af83-419e-9c05-1de3fa8618f5,200,FALSE,None,RF,14980,15,2,0.921495327,0.913171884,0.950799508,0.878409091,0.913171884,0.950799508,0.878409091,4.077618777
fbd4793d-015e-4e22-bca0-c43eeb100012,b5eeb809-f81c-4e9f-b14b-82c5560b088d,300,FALSE,None,RF,14980,15,2,0.926034713,0.918696801,0.950212508,0.889204545,0.918696801,0.950212508,0.889204545,6.12503758
fbd4793d-015e-4e22-bca0-c43eeb100012,be0fbd51-c804-4152-a777-f0b8a2387c93,400,FALSE,None,RF,14980,15,2,0.926568758,0.919378481,0.949727438,0.890909091,0.919378481,0.949727438,0.890909091,8.137020605
196c13ec-9eeb-4bd0-ba2e-687e614cbb5a,73e40162-deb1-4300-9ae4-4ce598786d8c,100,FALSE,None,RF,6118,52,6,0.600653595,0.600653595,0.600653595,0.600653595,0.502993814,0.538992574,0.485497222,1.69002624
196c13ec-9eeb-4bd0-ba2e-687e614cbb5a,2656b841-f4cf-468b-80a8-cbb70b23618e,200,FALSE,None,RF,6118,52,6,0.610457516,0.610457516,0.610457516,0.610457516,0.517834507,0.549710486,0.501287976,3.26877522
196c13ec-9eeb-4bd0-ba2e-687e614cbb5a,c4d6bc26-8058-4361-8ffe-6ab5923e702e,300,FALSE,None,RF,6118,52,6,0.61372549,0.61372549,0.61372549,0.61372549,0.514761758,0.545715003,0.498710644,4.92400761
196c13ec-9eeb-4bd0-ba2e-687e614cbb5a,f33704a6-d2a2-4cde-9ca8-0194add2c68f,400,FALSE,None,RF,6118,52,6,0.608496732,0.608496732,0.608496732,0.608496732,0.507288149,0.539534928,0.491551758,6.619736868
8a36e541-a8a0-47eb-8512-26667375b340,c0ce3510-36ba-4568-ad52-9aa0639e8ab3,100,FALSE,None,RF,625,5,3,0.796178344,0.796178344,0.796178344,0.796178344,0.580832119,0.580237358,0.586580087,0.194498434
8a36e541-a8a0-47eb-8512-26667375b340,bb4e7a10-eab0-4f1f-bbd7-43625c051534,200,FALSE,None,RF,625,5,3,0.802547771,0.802547771,0.802547771,0.802547771,0.579420579,0.577441077,0.590909091,0.300514354
8a36e541-a8a0-47eb-8512-26667375b340,f0f08ba5-ecb6-4c9a-b993-3a567de403ee,300,FALSE,None,RF,625,5,3,0.815286624,0.815286624,0.815286624,0.815286624,0.586451247,0.578754579,0.5995671,0.448983797
8a36e541-a8a0-47eb-8512-26667375b340,b68d23a2-59a7-489b-b8bb-17bf726d279f,400,FALSE,None,RF,625,5,3,0.808917197,0.808917197,0.808917197,0.808917197,0.58384069,0.578966927,0.594516595,0.597575556
3ebc40be-3bef-486d-8381-a0196ffce596,5a465f73-4566-4d7f-b075-db83c275d39c,100,FALSE,None,RF,748,5,2,0.711229947,0.307692308,0.4,0.25,0.307692308,0.4,0.25,0.205153927
3ebc40be-3bef-486d-8381-a0196ffce596,4dd61678-c3bc-404a-85fb-b3c546e83ece,200,FALSE,None,RF,748,5,2,0.71657754,0.311688312,0.413793103,0.25,0.311688312,0.413793103,0.25,0.326237195
3ebc40be-3bef-486d-8381-a0196ffce596,1d2059da-87b7-418f-ae94-033fbc428900,300,FALSE,None,RF,748,5,2,0.71657754,0.311688312,0.413793103,0.25,0.311688312,0.413793103,0.25,0.494395569
3ebc40be-3bef-486d-8381-a0196ffce596,3464a423-1985-49e0-bdcd-aaa84cda8dba,400,FALSE,None,RF,748,5,2,0.705882353,0.285714286,0.379310345,0.229166667,0.285714286,0.379310345,0.229166667,0.654777047
d007ea8f-fc9b-4b3f-b60f-2a14ee82b887,45df16ef-ac4f-4ae7-9146-82817e2a79ab,100,FALSE,None,RF,2126,36,10,1,1,1,1,1,1,1,0.312776538
d007ea8f-fc9b-4b3f-b60f-2a14ee82b887,fef5bfe5-fcc0-4783-af71-2eb1a2ff92f7,200,FALSE,None,RF,2126,36,10,1,1,1,1,1,1,1,0.511137285
d007ea8f-fc9b-4b3f-b60f-2a14ee82b887,9636b421-4545-4e5e-b606-52818a578ae7,300,FALSE,None,RF,2126,36,10,1,1,1,1,1,1,1,0.756891847
d007ea8f-fc9b-4b3f-b60f-2a14ee82b887,0d19e0d9-2e42-4f95-bab7-c6f2e0701bb9,400,FALSE,None,RF,2126,36,10,1,1,1,1,1,1,1,1.018986739
0ed8c812-3069-4125-9e5f-752c3f090a91,cdf2ae97-4bad-46ea-93bb-e9fc7dc37fc7,100,FALSE,None,RF,1080,857,9,0.92962963,0.92962963,0.92962963,0.92962963,0.927116917,0.929262268,0.929562363,0.355953105
0ed8c812-3069-4125-9e5f-752c3f090a91,681ad77e-df8c-44f2-9083-3f8b8ea84a4e,200,FALSE,None,RF,1080,857,9,0.92962963,0.92962963,0.92962963,0.92962963,0.926960655,0.929196505,0.929382586,0.590517777
0ed8c812-3069-4125-9e5f-752c3f090a91,bb2a5160-8e14-412c-ae12-c1b9792e0538,300,FALSE,None,RF,1080,857,9,0.918518519,0.918518519,0.918518519,0.918518519,0.915718955,0.920493615,0.918938687,0.883141378
0ed8c812-3069-4125-9e5f-752c3f090a91,cb06b287-e6c7-497e-becd-280f7466ab2a,400,FALSE,None,RF,1080,857,9,0.925925926,0.925925926,0.925925926,0.925925926,0.922803793,0.926680706,0.925678883,1.175742161
27390640-2eb9-47c6-9e58-19ffed66e59f,d0814d36-1cdf-49ab-a5e9-2294cbcfcce7,100,FALSE,None,RF,1372,5,2,0.991253644,0.99009901,0.993377483,0.986842105,0.99009901,0.993377483,0.986842105,0.237425258
27390640-2eb9-47c6-9e58-19ffed66e59f,3d72cca9-d73e-4dcb-a7fe-5240a5e8827f,200,FALSE,None,RF,1372,5,2,0.994169096,0.993377483,1,0.986842105,0.993377483,1,0.986842105,0.393640417
27390640-2eb9-47c6-9e58-19ffed66e59f,70bfba71-9b95-449b-8177-ed4052dd1db6,300,FALSE,None,RF,1372,5,2,0.994169096,0.993377483,1,0.986842105,0.993377483,1,0.986842105,0.59067077
27390640-2eb9-47c6-9e58-19ffed66e59f,89184af0-914d-49c3-ba07-44400019ca3f,400,FALSE,None,RF,1372,5,2,0.994169096,0.993377483,1,0.986842105,0.993377483,1,0.986842105,0.78439885
7e537840-b575-47f6-898d-2e0599f6f657,fb0e90bd-d498-4c9f-8037-052908bdfba3,100,FALSE,None,RF,20000,17,26,0.9594,0.9594,0.9594,0.9594,0.959258096,0.959874239,0.959284834,1.975663039
7e537840-b575-47f6-898d-2e0599f6f657,0827ac35-425a-4b29-9202-e987d692f26a,200,FALSE,None,RF,20000,17,26,0.9612,0.9612,0.9612,0.9612,0.961112614,0.961668381,0.961142379,3.852531575
7e537840-b575-47f6-898d-2e0599f6f657,82bd9458-8277-4611-938c-c9598e9a9f3f,300,FALSE,None,RF,20000,17,26,0.9614,0.9614,0.9614,0.9614,0.961257997,0.961819869,0.961279702,5.820196656
7e537840-b575-47f6-898d-2e0599f6f657,4931541d-2b61-4a38-bca1-2e9456c5192b,400,FALSE,None,RF,20000,17,26,0.961,0.961,0.961,0.961,0.9608108,0.961261126,0.960830772,7.759461679
aeb55cd6-4670-44e9-8a57-30080c6fb59c,a43370ba-e13d-4240-8bf8-c91cf100d3b6,100,FALSE,None,RF,540,21,2,0.918518519,0.957528958,0.918518519,1,0.957528958,0.918518519,1,0.22160454
aeb55cd6-4670-44e9-8a57-30080c6fb59c,b0a7fb1d-5691-4608-9ebd-965987b20e2a,200,FALSE,None,RF,540,21,2,0.925925926,0.96124031,0.925373134,1,0.96124031,0.925373134,1,0.360461856
aeb55cd6-4670-44e9-8a57-30080c6fb59c,04e5103c-2828-4914-9610-07b4ad9dfd2e,300,FALSE,None,RF,540,21,2,0.918518519,0.957528958,0.918518519,1,0.957528958,0.918518519,1,0.538455976
aeb55cd6-4670-44e9-8a57-30080c6fb59c,e8affd02-8b50-4179-9a95-9eac647541e4,400,FALSE,None,RF,540,21,2,0.925925926,0.96124031,0.925373134,1,0.96124031,0.925373134,1,0.713597812
6f560487-944c-4495-93ec-7285f2a0cd09,28e9eb06-b663-4b27-80d5-408ddbd9879e,100,FALSE,None,RF,2000,77,10,0.828,0.828,0.828,0.828,0.827689042,0.829768232,0.826359901,0.888974446
6f560487-944c-4495-93ec-7285f2a0cd09,d8103a63-59a7-4056-9dfd-dd71233917cc,200,FALSE,None,RF,2000,77,10,0.834,0.834,0.834,0.834,0.833399805,0.834515122,0.833369955,1.661074643
6f560487-944c-4495-93ec-7285f2a0cd09,c53ceeac-ac8e-4f15-9edc-3876b0e48369,300,FALSE,None,RF,2000,77,10,0.834,0.834,0.834,0.834,0.832988508,0.834772532,0.832536668,2.502271897
6f560487-944c-4495-93ec-7285f2a0cd09,87c400fc-65c3-47ed-8564-4f53ec509c08,400,FALSE,None,RF,2000,77,10,0.836,0.836,0.836,0.836,0.835004771,0.836126365,0.834459134,3.308355465
a0a99e63-609a-4bc1-bd4f-6785a2446e46,81c90802-28c7-4c44-b7f3-bc57f9b28a46,100,FALSE,None,RF,2000,65,10,0.968,0.968,0.968,0.968,0.966839654,0.967484475,0.967291228,0.855252851
a0a99e63-609a-4bc1-bd4f-6785a2446e46,2127be1b-aad8-48fa-95a7-e1420251ecd8,200,FALSE,None,RF,2000,65,10,0.964,0.964,0.964,0.964,0.962810188,0.963756589,0.963265463,1.593061075
a0a99e63-609a-4bc1-bd4f-6785a2446e46,edcff05c-bb88-4841-be8b-10a7f94608bc,300,FALSE,None,RF,2000,65,10,0.968,0.968,0.968,0.968,0.967192562,0.967728789,0.967291228,2.383441438
a0a99e63-609a-4bc1-bd4f-6785a2446e46,e3908ecd-53a8-48a5-965a-53c2bedfa948,400,FALSE,None,RF,2000,65,10,0.972,0.972,0.972,0.972,0.971272603,0.972221059,0.970994932,3.192004726
014136a6-c335-46d8-897e-45b633f413f5,c88ddaaf-0e34-4493-b66b-62b36c940617,100,FALSE,None,RF,2000,7,10,0.706,0.706,0.706,0.706,0.696852412,0.701377421,0.695809034,0.303074475
014136a6-c335-46d8-897e-45b633f413f5,1f6f100f-e44f-4113-af97-98f1b836416d,200,FALSE,None,RF,2000,7,10,0.712,0.712,0.712,0.712,0.701145883,0.705739072,0.700729344,0.536411522
014136a6-c335-46d8-897e-45b633f413f5,962f0c54-f190-4bc7-be02-5e7198767514,300,FALSE,None,RF,2000,7,10,0.708,0.708,0.708,0.708,0.697366909,0.701574764,0.696882929,0.799923123
014136a6-c335-46d8-897e-45b633f413f5,43eab8a0-f32a-435e-9c46-7fe79d25b02c,400,FALSE,None,RF,2000,7,10,0.708,0.708,0.708,0.708,0.697366909,0.701615429,0.696749833,1.065096875
690312cf-ea5d-4f2f-9ab5-451ae51ecce1,665fa039-e84e-4762-a79b-ebff5497c0fc,100,FALSE,None,RF,2000,48,10,0.774,0.774,0.774,0.774,0.755234423,0.750891032,0.76169072,0.756268792
690312cf-ea5d-4f2f-9ab5-451ae51ecce1,289f5dca-15d8-401b-a263-545cc9328c4e,200,FALSE,None,RF,2000,48,10,0.784,0.784,0.784,0.784,0.766013484,0.762056014,0.772277902,1.383652029
