fID,eID,trees,Dask Used,Preprocessing Technique,Classifier,Rows,Columns,Classes,Accuracy,F1 Score_1,Precision_1,Recall_1,F1 Score,Precision,Recall,time
592d3861-42e9-4735-b81a-d01ae6b70dd1,16b4f86c-c58b-431e-be87-9119670e039f,400,FALSE,None,RF,2109,22,2,0.850378788,0.396946565,0.577777778,0.302325581,0.396946565,0.577777778,0.302325581,1.127743148
bd2f8a11-0ad8-4944-b259-f031bb8fcd4d,87aab4e9-0f70-42d3-894e-8f6780da7888,100,FALSE,None,RF,15545,6,2,0.953691793,0.966666667,0.94530967,0.989010989,0.966666667,0.94530967,0.989010989,1.359222991
bd2f8a11-0ad8-4944-b259-f031bb8fcd4d,eb3b13a7-f478-4303-be7b-265967ddbc12,200,FALSE,None,RF,15545,6,2,0.956779007,0.968865827,0.948132028,0.990526715,0.968865827,0.948132028,0.990526715,2.674696774
bd2f8a11-0ad8-4944-b259-f031bb8fcd4d,91d62d8b-f4ce-4fcf-9ad4-2009e395d0c3,300,FALSE,None,RF,15545,6,2,0.955492668,0.967992599,0.945770065,0.991284577,0.967992599,0.945770065,0.991284577,4.03325755
bd2f8a11-0ad8-4944-b259-f031bb8fcd4d,8873e583-ea95-4bb3-9949-760c9753c76c,400,FALSE,None,RF,15545,6,2,0.954720864,0.967431532,0.945388788,0.990526715,0.967431532,0.945388788,0.990526715,5.367038012
04bd2751-cd1d-4b93-8c39-38dac2829f62,39e1e292-82c1-4cd8-b197-a609feb5c1dc,100,FALSE,None,RF,1563,38,2,0.907928389,0.25,0.6,0.157894737,0.25,0.6,0.157894737,0.340636542
04bd2751-cd1d-4b93-8c39-38dac2829f62,651b377a-3474-46f8-9651-da6e18bd20de,200,FALSE,None,RF,1563,38,2,0.905370844,0.177777778,0.571428571,0.105263158,0.177777778,0.571428571,0.105263158,0.56754281
04bd2751-cd1d-4b93-8c39-38dac2829f62,047073aa-5413-44a1-9da0-4fe7f2f0eba9,300,FALSE,None,RF,1563,38,2,0.89769821,0.166666667,0.4,0.105263158,0.166666667,0.4,0.105263158,0.85374125
04bd2751-cd1d-4b93-8c39-38dac2829f62,6dd67075-6f1f-4013-b478-d602fb927b03,400,FALSE,None,RF,1563,38,2,0.900255754,0.204081633,0.454545455,0.131578947,0.204081633,0.454545455,0.131578947,1.133476379
41512d79-272e-479e-9d04-f2763dd95914,22e50222-5785-4170-ac8f-9234fc7e12a8,100,FALSE,None,RF,10218,8,10,0.91037182,0.91037182,0.91037182,0.91037182,0.908361349,0.909165443,0.908840729,0.868295416
41512d79-272e-479e-9d04-f2763dd95914,5e86632d-1abd-418b-9eb8-c1deb646eb3b,200,FALSE,None,RF,10218,8,10,0.907240705,0.907240705,0.907240705,0.907240705,0.90527655,0.905331838,0.90638995,1.729272902
41512d79-272e-479e-9d04-f2763dd95914,f317bbe7-caed-4375-a09b-cd3be927cbcb,300,FALSE,None,RF,10218,8,10,0.908023483,0.908023483,0.908023483,0.908023483,0.906877421,0.906888465,0.907857817,2.623952332
41512d79-272e-479e-9d04-f2763dd95914,b9631f12-791c-4bcb-9cd9-ea61e5de9fdf,400,FALSE,None,RF,10218,8,10,0.909589041,0.909589041,0.909589041,0.909589041,0.907482572,0.907075941,0.908854278,3.482267815
47184717-32ec-4c50-af43-85af303ff777,650fb281-64c1-422a-9ac6-f1be1294f925,100,FALSE,None,RF,19020,12,2,0.999789695,0.999699248,1,0.999398677,0.999699248,1,0.999398677,1.311988378
47184717-32ec-4c50-af43-85af303ff777,6182b360-4bd6-43e4-9dfd-6c1c0ce60706,200,FALSE,None,RF,19020,12,2,0.999789695,0.999699248,1,0.999398677,0.999699248,1,0.999398677,2.814949433
47184717-32ec-4c50-af43-85af303ff777,ae6b9b84-c3f2-4fec-80dc-2ea7e881200a,300,FALSE,None,RF,19020,12,2,0.999789695,0.999699248,1,0.999398677,0.999699248,1,0.999398677,4.01322089
47184717-32ec-4c50-af43-85af303ff777,d43ab65c-1e61-427e-b645-7ce26fbe4235,400,FALSE,None,RF,19020,12,2,0.999789695,0.999699248,1,0.999398677,0.999699248,1,0.999398677,5.492496735
40aef813-403b-4b02-8a14-68ea1b36f2d5,9be7a5e6-ff94-4b67-9ba0-32f3106334a9,100,FALSE,None,RF,1458,38,2,0.887671233,0.388059701,0.928571429,0.245283019,0.388059701,0.928571429,0.245283019,0.304031488
